source,title,url,published,query,sentiment,score,impact,tickers,reason
Google News,台股4萬6沒站穩又摔！郭哲榮示警「打地鼠行情」點名2檔創高恐再殺 - Yahoo股市,https://news.google.com/rss/articles/CBMimwNBVV95cUxQYUMyUkFscE43b1hJQW5lZURMLVBiTDlxLWU2VjZVNHZrWEs5NUZSbmlreXd1anpjRDJLRV9seEh1cU9UME9HVUw3NlU1enFIRXR3TEdvRUpNLXpnNEI5bmhRYVk4VGV4M0M5SlRucUIwczZkMGRZQktpdFJvcUJFNy04dVh3RDdNc3Z5WlpBd05OS3ZPbl9wWlIyeHEzdWhNci1YR2phOUJNQkRBTmdRZjJtbkZBNmszZ040aXZFQmZxLS05WWNYRlpCVkFON1JOZmh5TEhUV0pLVFR4ZklXTmVNLXRfM094TVN5aG9NNzMxV2M1SjdSWUhZNWx4dTFERWhvQ3pzNklYbFItLVRUWmVuaHlIbW9KSnlVTFVRSERxZ2l6Y3VJVkZGRXBnaFVBckpLVHZ0RTlSZXNMTE9vZFBuQ01LUXdYZ0hwVjNIQWJZWE93T183ZEFjeTdXRXJxM0s3b2xxT2RsZ3JiR0RrMHRrN2VzUHQyaVExUXNEQVJuWFc3djRKWllwaHpVTlpJQXU3SENySkVFRms?oc=5,2026-08-18 03:10,台股 今日,negative,-0.6,high,,台股跌破4万6关口，出现打地鼠行情，指标股恐再杀
Google News,【Yahoo早盤】台股閃現4萬6後跳水200點...分析師張家豪估「震盪」：留5成現金 - Yahoo股市,https://news.google.com/rss/articles/CBMixgNBVV95cUxPNkQ4aGlsN0U5WllKWU54X3JtMzZKc2pKNERSQ0JScUhTeWxpUjVaQzR5WklFX1EtbnlYcVRjSnhKdkJQLS1jY0RBbm1xeE9FUFlfSEVpc29vRnFacUwxdTJ3V0I5a3FBMDFCc2NHRUUyYUdwc0VNOE5FNFN6eDBDblN4MHd6REJEM0FIN0h0R2p2WmZMVzJzeURkeHNMTlJsZ1hSb25CcU0xc2E3d0Z0TFZuaXVOSzNiUVlkVEFLdGtaS2tfX3hfSjdaNngtUGdLT1R1aWp4ZjJNUVlrS0JSOVZKT3dEYTdURkdpZVkzMHl2TVpNZ2o3bm9VLWZVdmhZSnBNQVhQLWJEZzUyUjQ0MXNzd1dkbHI5VUZNV1A0blNCdTJ0cDF2MFFUOGNWMjRqZDQ4WnByVnluUlBhY3RXUDFFaTVqR3FsQTRYdW1FYWw4UTIwZjZWdWxOaUNobkFTYlB0dVZfWkIxajlNeV8yOXk2RTdkc0Zaa0JpUWtTcmhPbzU5Q1FROUw5Qk9McFhacER4SW83YWhwTGRVTE1FQU04NS12M1NJdTEybDk1V2phOVA2dnlFSHNiQm44cUJ1RFlqcTFn?oc=5,2026-08-18 01:50,台股 今日,negative,-0.5,high,,早盘跳水200点，分析师建议保留5成现金应对震荡
Google News,【Follow法人】外資掃貨友達4.9萬張居冠！狙殺力積電6.8萬張 終結連4買 - Yahoo股市,https://news.google.com/rss/articles/CBMiowNBVV95cUxQemo0Q2NReEZqNEJuc3BhWGYyVHYtelhpLV9SNUliZy1PSzZtdXhJWU1ZTUZ2TjZrNmtjRXlITnJqUExMSFZZdDJhaDNQTWVMUnhYZUZVR1NLWHBNTFVYTEhCSFA1RU9lYjMyV0pJaHFmWjEySGdfNmx2R2NMeDZfME1QNFc1elJVMTZjTkhHVnlmSGxuQThMVEJOWW5LV0pDMlJGTlAxNFZZNFJYZndwSXcwR0lIaS1LWG5QOTFxbVdLVHc2TFZXSzk1MXJtcTl4Z0xLYUFwNWYyR3FLbnlSS3kxVkVleWNOZkptTHRZWXdGNVZhaUVNbTFjT0FsS3prWGJGMnJDejYzbUE0OXF6OVZMWWMtamZIUlhHM3VocGFMc1ZhbWpmcGQta01wbTZFQnMyMzNwOTZranR0YV9UbGE0UUZrdjJIRXRtY0wtVHJBN2pqWEJUZ0hrc3lTcHAxdGlyaDNkNzRRZUp6SzA1OVBYdU9nQ3RVRkhtVjFmQkVyN3gwSW5Lc2lWT1VkeU1zcS1kNVBhcGZfeXFnZE5pOHVzNA?oc=5,2026-08-17 09:08,台股 今日,negative,-0.4,medium,"6770,2409",外资大卖力积电6.8万张，终结连4天买进，友达被买
Google News,【Hot台股】旺宏重摔半根停板！網歎「可以改名嗎...買入後都是綠的」分析師：等南亞科擴散效應 - Yahoo股市,https://news.google.com/rss/articles/CBMiywRBVV95cUxQSVhkRzBEbnFxZXQ1N3Z4Zk1iZGpRcW1OalRyamlwanFPYVVEYV9aQUdUQVE2UGZyU1QzUzRRcUVDa29Pc0xyS3VWZjh3dFhrMFQ0bHV2dDRQbnFjNmdGQWZnQXVva3lUcmlqRzQ0MTBhRC1NR3BpYWYxRGh0Q0JPZVlhTnJDdDlqQmdFTHJGS2hUaTdrV2R0YjNJODJCc2RHM01rWnUzWTYyLUhPTS04TXA1UjhmTDl6ME8zcjJhZ2hSTlRqenlHZjB2WmVGWThBTU84bDJES0tBUEFvZFNrRW9qb0NVcUNiaWU0VWZUZ0h1U2N1N3VtWFV6TUplQW9hRW1lZTZWbXhDTDh3ZUJ0dkpiMXd1R3BOUWVHODc5MzAxTGpPakdKVk9jTDBRT2NVQmJ5YnU0b3VDVDJqQklXUUkweXVMajVva1RCZ0VrRVV2ZmJuc3kyM1BKamZJWXg5RWJJTnNNUFRvclZYbl9xa1F4dGFNbVRva1BxNEMyU25nYUxRODIwWE8yMi1xam1PXzB3cWg2UTFGTV9zb3M0TG1RWEJfUl9lVndtaVdidnMtSjFNWUMyNE1XSlM1QTZ0TlBZanhpeHIwbTB2SXZDcExpem9KWmdLUzRta3N6TjE3WkF4QXJ4QVNtNUFRdWlmZEQtdFJNYVVlWVozajFBVGNLTm4zSGYxOUM1ellnTlp6S3NseVlEcTF2Nkx5MjRGaVFuUDB2VkRKazEwTU1PbEIwTG9TSE1WX3RNWDlXNzZOWC1JU2hILS1Xcw?oc=5,2026-08-18 04:04,台股 今日,negative,-0.8,medium,2450,旺宏重跌接近停板，分析师警示南亚科负面效应扩散
Google News,外資大買454億 台股只漲46點 網炸鍋：大哥看到了什麼？ - Yahoo股市,https://news.google.com/rss/articles/CBMi1gJBVV95cUxQVk5CSWZzUllTb3AtbnhFWmtIZUZEUk84OU9FbnNFWkgxTFdOYnJaOGZIUkhEVFNLWVBYZ21zWnljSnhpNVJFRF9USGpxbzgtX1JuTDZuMC1Mak1RQUxjZWxuYlVkVXRfWldMTWxyYnlRdFBfcDJ2M2tIeFhOQmZqTDNEUVBocWxCY3FtZDRySXFlWWZnUXZFaWk0U3Z5bUNWYl8yVkJWTm0yQWVkUjB0T3phTzR3MVhzQXYwd1N3cGJQQTA2OEFPTTRmaTh5RzIzNl8xQzBqaU82eXpkQ081YWRPU282RDRmeWN0aWo2RmFTVm5IaDIxVG1jc1R1b2cyenVGdFV2ZjNFdEtRbW0xWHh0UkxjMjBQclVNT1RFVnhGZEYzNlRvdDJTUXI2alVrQWpOQUZnYmlBOV9kalhvbTQzLUpORkMtYmNPdGVCd2NjRExsOGc?oc=5,2026-08-17 07:50,台股 今日,negative,-0.2,medium,,外资大买454亿却只涨46点，买盘推不动行情
Google News,【Hot台股】技嘉盤中慘摜跌停！網問「是甜甜價還是接刀呢？」 分析師示警 - Yahoo股市,https://news.google.com/rss/articles/CBMi4ANBVV95cUxPWmw0RzZqdkNoaUVzbVNPWDhzQi1NUVhpMmdyWktJZ1lnLW9vV0xFS1Y4bFNhREJPTklhakVxc0c0Qm1ZbFFneDhjcjZuaWpwaWtIUGdrYWxoeW1zMGhBZ2VCdmE4TWNBaVI0QnhQdjJDVUFYTnRoaE96MWdwVTZWWUFORTR5RjJNUUNmdUZJYkM3djBmcVBPeEVoV0NoWmVKUkl4czRaQ0N4Wmt2V0NUTDkzUFpNaVRFQU5oM1l2Vks2VnVBQ1Z6bHBkeTZkOURqTXR0TDlQMmx1bFE5NlhTOVdlQ1NLNy0zWEZKbWRTZHhSUnFzMkk1UktiekhEWHF6ZXlTcUU2YUFsTGc4RFk3bGJVeXlHVTVvSG5IRlFDVjVBU3BQQklFS1oxTS1lZGFPc2lKS3dPdHRpQTZBWkNwMUJnUnd4OGppb2JKZjdOeG5BSTIyZHdXeXQtVGtYY0s1enB0bG9PR2h5eERMWXhjSkF3ZzZlSVUxb0Q1S2gwVWNscGNtcWFoOEJZZmNySmZkelZuMmt5QmhLNVdqNDJOOUJ4a21IMzZVOTRfeW14dTJwS3hKTE90cUlQbFotclM5Z3RLd2pWRG5LbjdrT3Y5aUZ6T3ZYWWZSLUVNWTN2SmM?oc=5,2026-08-17 04:21,台股 今日,negative,-0.8,medium,2376,技嘉盘中跌停，分析师示警风险
Google News,台股小漲46點！台積電漲5元獨自撐盤 聯發科重摔160元、鴻海跌逾1% - Yahoo股市,https://news.google.com/rss/articles/CBMiiANBVV95cUxOR1RGdmRlSi12cWJ3R3JSaW1hWDVpRWk4a1RvUThVS0tfRlpvOU5WVVJabDZQa2pqWmVfZXpJN29WQzZ2X0VjR2FEUWtqdFdDcnlUX0UyRnRIcWVCZy1iQ3phV282SXdFWHhHTW9oejloTTZ4eVNrUlBEZWVGa2VjdkZaeWZSanhQR1pncDVDWEVWaS1GSW16dzZlakVTWFhXWXAxTmltUFpDLXQzRC1YckRyWTNoVko1ZmlPYkpFMmYwc3FKYjloZTVBdnd3MWR5dmpSa0JBMlp1bFhHUnQtR0o2OTg3N0ZFTkN2Ui1mT25qeld0NjgteGw3VzZhZ3BIemJSd2I4bDNyRldDaFFYTWlYT1RfYnh3YlY1UXE2U0k1S1hZSDJyQTk1RTFLeVhGdHlJWHFMS0hoTU12WE5mdVl1MmlhaU5HN21jSUJFY0tDbkViUlRGV2FNcTRNODl3bTduemN1X0VUQ3VhNXRwbGJsVXpqVnFjaHVXaV9Ta0FmaF9XQUtyaw?oc=5,2026-08-17 06:00,台股 今日,negative,-0.3,high,"2330,2454,2498",台积电独自撑盘仅涨5元，联发科重跌160元、鸿海跌逾1%
Google News,貨櫃三雄逆勢撐！長榮陽明萬海同漲近3% 分析師喊續抱 - Yahoo股市,https://news.google.com/rss/articles/CBMi8gJBVV95cUxNZ25BUUlfczJxM1RxM1dLRlpyTVdRTXc3c0ZILTd0NXFqck13WGJGUXB4WUUtWWlsZXRIYk15VHYyazRqMEw0T3lKdHlqTUlWcEFBNHJtNVBYVldtRUdMMjhhWko5NlpVZVhDUEdsclNzdTVOS3NyTVU4SkNoTGo0dFBkTldIRlJOTm5JLTZJSWM0WXkyT1d3ODNPczA4RFlTZXNHR3E0TzlkanF3OUVma2Qzd3luRHdpWXNGdUJKWk1TdEdHdkNOeHh2WmxRTkZ6aC0weGphVnJ4YWdfa0taX2tDR3ZqZmlCcXB5OW4xbVlLaGxGa0prV2RhWGVvaU5RejBnVDF4R1dIQkpJc2xRVDRJSGNWOEhCcktMWDRSaU5IMzNncVFHRE92UkR1cVlUX1VDdHBNX3BxYTZPY3ZIUV9wVWlwZVE4Zk9sZGpwWkxTMFJ2cmc1bUFTWG4tRUtnMEdjVVZ1cWQxSkw1Zmd0TndR?oc=5,2026-08-18 03:31,台股 今日,positive,0.6,medium,"2603,2609,2615",货柜三雄逆势上涨近3%，分析师建议继续持有
Google News,台股又新增3檔「關禁閉」！「這無人機指標股」入列、處置時間皆到8月24日 - Yahoo股市,https://news.google.com/rss/articles/CBMingNBVV95cUxOaVpmNkJTTDhtWFpLemc0N3BJellkTGxFSmFxcHoxT2Y3VUVaRFV0Vzh4NW1idzdsR1Z1TE1qblBKZHVkN3Y2ZjQ2a2JabW1UM2NBX0k4bHFuU3lSY0drZUw1UGZ3dWE1YkJCRjVpQUdZek5vTFh0U0tqVDhCUG1mQW9UMEU2OGNwdUUxcTMta2lKYndDeW5nMXJieHgzVm9tUG83SFJobXBtbzhPWWpCanFPQzUxdk5nVzE5QVJNc1hkR0Q5dy1QQjJDQzF4TS1PM2dmWWJmZC00azVTMmEyMzZGQTJvZmpqSHdGS01MS21yVlZ3NlNkcGN5UFFqQS1TdXByUWdfdVRJVmhjdmpGRHpjbzN5Q1Ayb0dDV1lrSmU2ZE1TX3lmN3BzYkZ0SHdnQkhnSmNtOThObk1aeGFyVzRIMS1RWm9PNU1wUjNvV0hVMlUxQzlsWDVIZF9SdFNuUm1LcTZrVlBFR1NCck93WGhxaEtia3M4N21EYzV2cDB4UFJmU3pOOVlnWkk0c0R5cGdCVzBadTdKWW5RZGc?oc=5,2026-08-17 12:45,台股 今日,negative,-0.4,low,,新增3档股票被设置处置期至8月24日
Google News,南亞科創新高、華邦電噴4%！ 台股漲172點 挑戰46K關卡 - Yahoo股市,https://news.google.com/rss/articles/CBMiwAJBVV95cUxQWFpmcE5jNFM4c1NwVFFtOVRlc3hSQ3Q2cFA5YmFXamM4Z2RLWG9iZ1ZHZ0dLQWp6UU9DYVhjdFBBQlNENHJJbEU1dVBEOXdHYVY2VGhzU3I5cG9lWkptV0d0SF9TOWJjWlpmOGRwZENuMVpnVGg1VjE5eGV1d2tMY2I4cFBBZXBGdVRtLURpMkhHY3NOb0R6Skh4all2R09PRkhMSFFEVngtel9CbFMzaWFIcEVyLUg0MktCS25qTEU0NzRqb3pRUkFBT3U1ZENaRWFMM0pUQm82cWtjNUFTRzljYUhDbE1pS1JFY3VpTWNJSi1YbzRlX1NWeUVXQnNrZzhLT2tIejRKLXloSWRxZEJwRVRvSDRsOUQtQjF1V3ptNkhndW5qdEJtU25EVHk0N2cyZnV6NkFUUjZwN2ZxbA?oc=5,2026-08-18 01:30,台股 今日,positive,0.5,medium,"3643,2337",南亚科创新高、华邦电涨4%，台股漲172点挑战46K
