source,title,url,published,query,sentiment,score,impact,tickers,reason
Google News,大摩突點名23檔台股！AI半導體狂飆30% 台積電、聯發科都在名單 - Yahoo股市,https://news.google.com/rss/articles/CBMi-wJBVV95cUxObHJobGlheDRJSFN2eHFyM19XUUYzT3pKb3ZLZjk4SGMwNFAzQWc2R2IwRFhseUxLczFmaFoyU2NLTEsyY19mckRYcWFZdm1QM19yRmRKV1JJOVVWbDNVRlFIejhHRy0yalozTFFXV045UGs0NFdhWGFNS3h3dXNuMDdybWtrbmczcVAyZnoyaTJFV1NzRld6YWFBUzlCTXJPUkhlM2ZWdXE4YmlQdHJyZ0NrRmY2eTAyZ3BRT0VZMU5XNnFXMjV6bDN6UTZDam02eDIwdXJPNWJlWDRVMUxzRmNqV01tSlVmWWllVG4zNTJaT05FX2NuQzRNbjZrSU5qSHRtckRfY3ptbUtsZG9KLTBjZ0ttcHVoQy1BdTE0Sm5vZ01GZHFkZGx3VC1KR0xwczVlNkhjQTkwczdDNGtMWnA1VVhWQlBjQ1BXanRaOWc2WUxvWTB6LVNLdENVMVBfSmQzY3BZUlB3elF2X1ZpdnFxdlVUaVRoU2Jj?oc=5,2026-09-21 04:30,半導體 台股,positive,0.8,high,"2330,2454",大摩點名23檔台股看好AI半導體，台積電、聯發科獲評點名
Google News,台股逼近新高 半導體ETF近4年績效 最強破417％ - 自由財經,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBRTGZjUW9wTnJJVUxvUnFoVkV5YUdHQUF0S2pIVlgwQ2c2VWdVckxtMHFtWkJRSG11Y095eFZRaEl2UzdlZjg5Q2dfMUp1Sk9TZ3l1RUg4MkJpQ0pSdm400gFkQVVfeXFMTjEzcFc4ZGlNZ1hDZEtkTVZ5b2dHdlZyTmVjdGVUektGa1B2TkVzUmVfNzVvS2R0a2dRYVNmeXhnWC1hRjIzb2lqZnBrSkNrREd0RFNXMURkUTR5WG1pTTNpMGRUcw?oc=5,2026-09-21 13:59,半導體 台股,positive,0.7,high,,台股逼近新高且半導體ETF近4年績效突破417%
Google News,半導體權值股領軍上攻！最新台股大漲逾800點破四萬八，台積電寫天價-財經焦點情報站 - CMoney投資網誌,https://news.google.com/rss/articles/CBMiggFBVV95cUxPUjJDWHpHZTF3V2RHaE5xRm5DanhYeWxWWFozMnlGbWYtMGJWa3ZFQ1E3NWhEQjJxR01OWE5qYmNYb3Y1Ykk1MGZFV1FTclZzM2xFcG42bGJId2tOY3pKZVl0eXpvaW9xTmRlLWlYaVBvaHZtXzJRRjM5Zm9CWjhrUU1R?oc=5,2026-09-22 02:22,半導體 台股,positive,0.8,high,2330,半導體權值股領軍推升台股大漲逾800點，台積電創天價
Google News,歐洲地緣風險壓不住台股 半導體三雄領軍漲逾500點、續叩關4萬8 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTFB1RmpNbFZPM1VLNXNIanVQOVdIcFBjN1B4SGVSZ0VlU3pOQlFiRjByejB2LTFJVVVKNmVQbUI2X2dQdUtzYlR5Vmg5d2Q0V2thYWJhM2VoSlltd9IBX0FVX3lxTE9Rb2tJaDFYQjRqUGlZSXhtS0haLXhBb3YybFBmY3FiWGJpdDVHdWRjTDA2M0FNY2l1UzVIcjBmLV9ZeDVrTGJQZFVsdzZrV0tQOHFyY0lETFZLa3VjcVA4?oc=5,2026-09-20 09:00,半導體 台股,positive,0.7,high,,半導體三雄領軍抵擋地緣風險壓力，台股漲逾500點
Google News,AI資本支出2028逼近1.6兆美元大摩看好23檔台股| 財經 - Newtalk新聞,https://news.google.com/rss/articles/CBMiW0FVX3lxTE8tRHQ0WlF6MVZCTWQwVUl3TDNUQkp6UHIyYTVGa2tEUk9MVjBtcjhhbHc1eHdFODlvdkRKUmduTE5YNTBySW51c1B1NnlMQmVqZFg5VEVTcTZUblE?oc=5,2026-09-22 07:55,半導體 台股,positive,0.75,high,,AI資本支出前景看好逼近1.6兆美元，大摩點名23檔台股受惠
Google News,外資單日爆買台股 869 億元！00904、00892 績效暴衝逾 400% - TechNews 科技新報,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9QMlRBYmxCMXFobW5iNDI3UElaWWVmbDBaQ3dUUXFtdEpEWXEtV3FJWU4zQXI4X0hwLTZyQWxOYU9BTldOVjdRbGNIOWhKQzBfbEF6R1JaVkY?oc=5,2026-09-21 07:03,半導體 台股,positive,0.8,high,"00904,00892",外資單日爆買869億元，半導體ETF績效暴衝逾400%
Google News,台股一週大漲995點！最瘋的竟不是半導體 它大漲4.6%奪冠 - Yahoo新聞,https://news.google.com/rss/articles/CBMitwJBVV95cUxQMjJyWUNTMEtGMGVzU3ZQVTV1SHlMOFlaeXlmTHp4OVlTSG1GSUx3bUZMZWY5dFFHeXFSblpfTzkzQldwLThlWlIwRDR0Rm9tRldUamxzY3pwdDRGcFlGR1lEX2x6RTJaOWYwcGJSV2VBcGU4aC1tVUdRLV9Iai1yV2I3TWFZbkdGWlZEYmN2SjlFR0RCY2dhVHR3clJ1cFgyUG5oVkVqaF9QMmpYNUw3a1NGUHZ2WENTX3YtYjNqZ081VWtCLW9ORWVwZ0VGLUJZSlhoZnFhbnVfRm1SMF82blJTcWtYelhpREx4bEJYdURDRHFSN1VNcUI5VERBSC1lWXo4aE5MdFljWlVNUzc2OS1NRmpCMWhCZTd0WjVUR0dwTnJMWi1mNnJCWElhQlpBUWhDU1JDRQ?oc=5,2026-09-21 20:30,半導體 台股,positive,0.7,high,,台股週線大漲995點，非半導體產業表現最強漲幅4.6%
Google News,國際油價重挫帶動半導體行情，台股爆量飆漲538點，指標股台積電強勢領軍-財經焦點情報站 - CMoney投資網誌,https://news.google.com/rss/articles/CBMiggFBVV95cUxObTN3WjN2YW9iLTFkTngwSzZ5cHlPZjE4bXNhR2hhREMwbWFleUZsd2ExLUh0RjE2TU1BWGRpWmpyeVhXUmUwS01fUDVwNzNTVEhsQzk5b0Viek53OW9jNFkyOGpoTjg2czBtRjN1Z08xNzRZUVJpaGhkLV90RjhsWk9n?oc=5,2026-09-21 23:22,半導體 台股,positive,0.75,high,2330,國際油價下跌利好半導體，台積電強勢領軍台股漲538點
Google News,面板雙虎搶進半導體封裝、變身台股新強棒 這家營收貢獻已達十倍 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTFA2bUpDTVhjSndsXzBicy1PaHVDV082REhyTVNXWnNDcnZaNVEtZnZobkU4djdEZjJnSERHZ2NUVDB1NktUUVV6S0lKR1gtRmFpQ2Y3bzhCYS04UdIBX0FVX3lxTE5hWm9QZzN5UW42OUpUTW12Y1VieE4xT1duckNFRTJwNlNrczRSdEg5S2xoS2RsZF9wSDZhWkNYVEVBQk1zdjBtOW11UzR1dmZvbzY4VVpFb0k5SnhrX1JJ?oc=5,2026-09-21 09:00,半導體 台股,positive,0.6,medium,,面板雙虎進軍半導體封裝，開創新成長動能營收貢獻達十倍
Google News,台股收盤》聯發科飆5010元 指數收漲538點 - 自由財經,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1DWjhGMGc0MjZ3dlBaSUFrNEsyblF1TTUxSjd2X1pFUEhjcWJSdW85YjBsTnBmTlZwenNWNFJCYk1ORThMcmpuUkh1TzhrMDYyMjNMMlhlV1FOZVFyWUlv?oc=5,2026-09-21 05:48,半導體 台股,positive,0.8,high,2454,聯發科飆升至5010元創新高，帶動台股收漲538點
