source,title,url,published,query,sentiment,score,impact,tickers,reason
Google News,【零股排行榜】盤中零股成交量TOP 20｜2303 聯電、0050 元大台灣50、2327 國巨*、2449 京元電子、00981A 主動統一台股增長(0828)｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,https://news.google.com/rss/articles/CBMixARBVV95cUxNSDN4T29SYUpfdzFMLUNTR2MxVElXcnRsR2NwY21DSzFCN3FqVWs0OUpfRnd2QUJPVHFDa2VOaWNOODViUTNhVGJCWGpyMTREZFlvMGdCanF4VGZNeEpqRDJ4NS0xZ19tMl9FLTdDQktkb1pGdjVHeldwSkhNYm90dlZMZzhMNXdxTl9zQm81enFSZXpMRDROR2ZCaVkyNWQwcWFEWW9rWWVSYm40VFctMTdWTmxBbm83N0tEMFRwTWF4dk1Ba1lQV0xNX2VzUmwzRk5PcXdPSldqOUFBRVlPLUtnd19mMnRDTUZieWo1cXAzOGJGWnE2YVlubjVUYzh0cGs3VDR0NU5ieDBBaUpPZHRTdDdPcVNGbGN6UFVfNTBiUGtxd3dnYm9uR19sLS1WNHAydG9jQzFlYXpJMF80dUlhbFM1OTZZVXJtN1dJNDJOWHZhVEx4NmVQM2tSY3lOUVgxWjNhRWNncHZ2ZmdKTmU1bGxNUFhiTlhOOXRPYWtZcmI4SWhScHRNLUctdTU5SFNMaklkSnh4b1JKdkpueUdzU0gxZ1g3YlBORXZtRXBkeE01X2lnTjhRYXllbU5ia1RtZmpzV1ZsaWEtSEkyX0k1Q0RqVFRmLTlQZzZ3QnF1RDg0cURoSERETlIwb0JvTVJKOTdJT2tRN2NuV25CRjhqaWh0UU41QUpGYXQ4cmVQaDByWndvNDNkSDZlSGExczlmdWpYMGVpZTdIUHo2R2pEU3dRajJRTEJBVFlRQnRDT3FP?oc=5,2026-08-30 04:59,台股 今日,neutral,0.0,low,"2303,0050,2327,2449",零股成交排行統計，純資訊性內容
Google News,今日漲停股｜晶圓代工與被動元件強勢飆升，聯電、華新科、金居亮燈衝鋒0828｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,https://news.google.com/rss/articles/CBMi6gNBVV95cUxOMkc0NkoteE9rY2Fmb0MyTWNueUVCbjBCZDFFNWlmU0pSaG56Ujl1MTZucHhLZEVROFBEZ2JGdDNuMmVNZzEyd3FvaEs1QUYyZTIzSFU1dXBCYXVzbW15d2x2Nk9tUnVrb0NTMjdva09ueTNVRXZReDJaWTlsZ1lMWmk4N3dTbVM4VUNYS2ZKRmRRTTdOM1dxSDIwQ1FGVDgtbmR3TWthckNrcUNSZ1dHR05nTWd1bG1rRmNfLXhMQlExbmFtUkxzV3EtM0FnUWlIOGlxNGN1SUdUaW1oMkduT0Z3REhxSzVlSXBVYjlaMnhZNlhVTHVDLTQzbHMxNkdNRzJkdW5qT1BjbkxyZ0xHTDA3d3RXY1hMT2gwV1FhSlFaNWxBWXJKa1dQZXBacEY5bDNZWWlZQjhZWE1Wblh4SlFDcXdzODZ4UDBlc1pqNDk4NFU0a3FjRDM5Zzc2RHRhRElYSHhydGx4aS1sRWpRTzF3VWNuR2pFSWJTVmx3Z0o5TkNGX2g5TzJSejBTNVBYclpUMzMtR1REQXdQX2RMbm9TdlpGQllROEZld0JxeHl0YXBLak1pdEFlMjR6eENwZG9WLXJYQTJPRXVfX3l2YjQ1Ul8yelpNZHB5R1pLZWF2SHNENVl4bmdR?oc=5,2026-08-30 00:10,台股 今日,positive,0.6,medium,"2303,2492",晶圓代工及被動元件股票漲停，技術面向好
Google News,半導體展來了／AI核心就在這！SEMICON Taiwan 2026揭半導體新動向 亮點一次看 - 鏡報,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9BaERXWnAxMDVGZ0RZazlwbmI3RU82YU90dkttYVY2Y0NqZFNUQ3BrTkkxYUFpcWZQdEhXOVJGZ0tKb2tLa2tqd056LTNlMElJMXc?oc=5,2026-08-30 22:49,半導體 AI 台灣,positive,0.5,high,,SEMICON展秀台灣半導體AI領域領先地位
Google News,半導體展來了／AI五巨頭「爐邊談話」首度同台 Google首席AI技術長亞洲首次開講 - 鏡報,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBUNC1XRUU2Q3VoOGZYRWhhX0t0OGwxYVNGSVA0ZTk5bXhGV3BfY2dJNkdLNGRESENjaEp5dFlSZ2NGakQxcVM1MWEzc19PbWhXVXc?oc=5,2026-08-30 22:47,半導體 AI 台灣,positive,0.4,high,,Google等科技巨頭參展，提升產業國際能見度
Google News,半導體展來了／AI狂潮進入下半場！先進封裝、矽光子誰與爭鋒 護國群山搶攻新商機 - 鏡報,https://news.google.com/rss/articles/CBMiUkFVX3lxTE91eGJNZFY5a250aFBvNUhhRXlZWWFnN2FzcDc4WnpIMUlpVGZWRE5RWnZSRmNzNnItNHpsZXVpc042T1hiaENBNWx1NjJDTTU2OEE?oc=5,2026-08-30 22:45,半導體 AI 台灣,positive,0.5,high,,先進封裝與矽光子為台灣護國群山新商機
Google News,內外資齊力拱盤！法人：從權值股轉到中小型題材 台股Risk-on訊號亮燈 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBYRHJKSkFLMURGQXNmWFFmS3JYaVRnQm1TVkt5bUhKWmRhTU5jeEktdXBjb0hXSGFkNzZmd2FfVzJRdFNZSmVvdkRGMl9mYms?oc=5,2026-08-30 02:46,台股 法人 外資,positive,0.6,high,,法人看好資金流向中小股，風險偏好上升
Google News,外資回籠 1／外資連3買、台股收復所有均線！　法人曝多頭下一步 - 鏡週刊Mirror Media,https://news.google.com/rss/articles/CBMiZkFVX3lxTE56dC1mcEVTdlZFbUstVG9weW1rZ2RzWENocHl4UlhMaDVEZjhfbi15eEdVa2t1bExGWk5CVmpOOFp0RzlzSEpqRGtSWDJhU3ZHWXVQTXJLNVQ4cU1pZlRWbU1RU3RGQdIBa0FVX3lxTE00YVF0X1FNQXFIVnJvMWN1YW1pNkVJQmk2UFBYMVA0OUljdmZqMU1XQ2pNMjNGWk51MHF6Z0Z3QmphQlFnQVVHN3JUQ0pFLW9SRlNMMkxzX3BNTnRJOUJ6UmVTenJYSGdOQlJz?oc=5,2026-08-30 23:00,台股 法人 外資,positive,0.7,high,,外資連3日買進，台股收復所有均線
Google News,外資回籠2／台股9月還能漲？ 想追高不如先看這3指標 | 鏡週刊 - LINE TODAY,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5tUUdDeHdXVUFBQ2twVmpPM3FhUlVrd19sT2FzdUJMeFlmMWk4ZWVBbE9hbFpzNFRiLS16RkZDSDY4MWF1SVVqR3JSamxtOHdVXzkyYThR?oc=5,2026-08-30 23:21,台股 法人 外資,neutral,0.1,medium,,後市展望存疑，提示追高需看指標確認
Google News,台股週一震盪？法人示警「2大變數」：本週多空交戰 - TVBS新聞網,https://news.google.com/rss/articles/CBMiT0FVX3lxTE83SnRQdjdGbS1hUjhNcE9OQ1N1WG84UW4wWV9XQnhzUWdiZDh1WjZqbDU0WjNKZU9YMzZEU21wRzVYSHlJcm90YjdYdktwLWs?oc=5,2026-08-30 15:38,台股 法人 外資,negative,-0.4,medium,,法人示警變數，本週多空交戰不確定
Google News,〈SEMICON〉台灣半導體別太驕傲 吳田玉：全世界沒有缺台灣不可 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9aNEFVN1BqUGhsMFNPZ2I4MGg2cTVrLWlLU2Y1c3htQ19iOUZsQjJMaGVRYmJhcjFLaGllUmxWd25iWWFvcXExY0RKUjMyUkE?oc=5,2026-08-31 10:14,半導體 台股,neutral,0.0,medium,,業界領袖示警勿過度樂觀，全球競爭持續
