source,title,url,published,query,sentiment,score,impact,tickers,reason
Google News,台股震盪誰能突圍？矽晶圓、功率半導體能否複製被動元件漲價行情？｜股市話題｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,https://news.google.com/rss/articles/CBMiggRBVV95cUxQX0c5RzBfT3dJeDlIVzRRd2Q3VHJQbVFCTWc2RjNZbWplS0k4NU5Vbko2Q2xyWXV5YmFOWGZoMGpWZDNJc05QcjVmSllrMDUzeUQ5WXFrXzF5ZnhMNjdyNXRqZkMtUjhuT21xcGhveEN1MnpjcUNONXEtOTBDVm5abC1BY2xIT1R1N1Z3bHVfcnVpeEczeDJ4a25CNXpWSWRMb1dsR01hMWR4YTc3alROSFhrU0VlRzVkLW44VW1Pd1kyN3EtdVFHYndpMm9DbGtKM0Y1dDZ5YzQ5MTdBYnRzNW9nczZaeTlSMnExUVZTUGJiLWtsNWJjeEswR25TdzltRGVvNml4czU1NEprV1NZU2J6b3l6VHV5RC1qc3MtNTEwc0NSNXVTd2pXZWxYblpWX2VfY25valB2LXhpZDk4al9WMElMX0pySXJEc1g5YmctZS12Y0E5ejJ6MHg2Z0JmSFdKLUxMQl9oTk5ZX1p2S0VRRHVSbE9aTDUwcldpejNFRFNDdkE3MmhNLVZBUnEyOWlYaVk3M3RKdXFfcTZGUldKVGpZbXpVVm91bXdiS3AtTTNmUzctSDRiZ3ZQRGlFN3BsWGZzLU5OZUdFekdRUS0yRjhqQlkxallmUG5VQko5Y3dmUzFRVUhmRlFlSmlIUUs3RFl2dnVQa2NqYjluQzhn?oc=5,2026-08-19 03:49,半導體 台股,neutral,0.0,medium,,市場分析性話題討論，無具體利好或利空事件
Google News,〈SEMICON〉徐秀蘭：下一代半導體材料要在台灣先被定義 隱形冠軍不再隱形 - 鉅亨網,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5pUUx6YUxBYUNnQVY0UFozMm9kLUlLbmxId0Y4UDNNRzJQTmJRY3dNTHBpclI4ZldaRENwUUVPSUd2SEdvdk5QT2Noaw?oc=5,2026-08-21 06:45,半導體 台股,positive,0.4,high,,肯定台灣半導體材料產業地位領先，隱形冠軍實力被重視
Google News,半導體股強彈！郭哲榮再預言：AI醫療夯、台股挑戰10萬點 - Yahoo新聞,https://news.google.com/rss/articles/CBMi-AJBVV95cUxNNFhzTGNUdGlwU1hNaElFWGFZajBXdzl4X1pLSVdIZEtnWFZ2cjU4TVJaUXViYW01R25ZNFRDa3VBVjh1ZTROYkV1eVhyczhGb1pSVDBYZ3FlbEdNZDJaZGR2Ql9Vb0ZiYk9ndzZDY2x4LUN6WUdWWHl1Z0I4UWxSeTBSVWVjVmd4V1lYWEF6bHBna2ZWdXMxUTVCb0RmRnVlOHByQnR0TzZ5bzJ3SERXNjhLcjI5eGRvbGhiMzJsT1g2UmFuTm8tYzVXVTNMRXNiR1RHOEFFcnNsVEl5c0N6WlNyRUhMXzlJbi1uX1kyZUJ0aEQyd1FMaXplWXpmQjczSV9kblZtVlpfUHVXSWpQRjBnZlU5R0p4UWQ4V2J1SXFVYy1RQmc1TThXc0RaazZWaXhrcWR5X04tcmVFTjkyX0JXU21mOURydGRaMzJIWmR0akFOTjNBZHNRSmh1RnZ0ZHFBWGZJZFFjZlNDdkUyc3lFdW5FN3JI?oc=5,2026-08-20 07:50,半導體 台股,positive,0.6,high,,半導體強彈且分析師看好AI醫療發展，台股有上升動力
Google News,半導體強彈、AI醫療掀革命！郭哲榮再喊：台股挑戰「10萬點」 - TVBS新聞網,https://news.google.com/rss/articles/CBMiT0FVX3lxTFAxUF9CcWV5TnpSeXREazNaSGR6U2JVS3E1OVBoeUtlUkJWdklqbllUTnZraHdtM0JtaUlrRkVFdUpOR0RGS3VGTjlhN3hOdWc?oc=5,2026-08-20 08:32,半導體 台股,positive,0.6,high,,半導體強彈及AI醫療發展預期樂觀，台股有望挑戰新高
Google News,全球第一 半導體資安標準台灣實測 - 自由時報,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5jY19tbERsUElnZGlLeU11dUR1UmNQWVF3MVVMNk9yVWZUR3p6Sk9NM2staklvaEJfbjcwd05GRmc1M3ZHeTh4aWd5clNBZ3ZnMlhSODI3OTY?oc=5,2026-08-21 04:34,半導體 台股,positive,0.3,medium,,台灣半導體資安標準全球領先，體現產業技術實力
Google News,晨間解析：費城半導體指數止跌，台股週五有止穩契機 - 富聯網,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPYTMyaTJYeklhRVZkcXJUSFNmdjRKWGlQVHV4NlBtQmxyUGlrcUk1SzhWYWFwZXNqdVppLVJPVi1TQnNwcmVodk12UXg3dUJ6UzNKSnE4cDFXeEliZ25WVFplYTR4bWdQWUZpVHFaOVkxYW5ySi1RWVYyLUZ1eHliY05OUWYybzZm?oc=5,2026-08-20 23:17,半導體 台股,neutral,0.15,high,,費城半導體指數止跌顯示行情可能見底，台股有止穩契機
Google News,"台股失守 45,000 點、美股半導體大跌，現在能撿便宜嗎？-Alpha's Newsletter - CMoney投資網誌",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPVzhLaWkyeUxxUFd0S0JKYlhMR2dLTEg0Tkh4cjlsSFR4c1I1YzQ2dGVCNUR0ZHQtYzlkWUl2TEw4a1JjbXlJU3l3ZjUycmlRUXhKZm5BdThsb1VwaDdhVkxoemRXX045aEttbWdYemhjZFo5YVJsNld3ZlEybnNJZGFXeno3dmxpOW1V?oc=5,2026-08-19 09:34,半導體 台股,negative,-0.5,high,,台股美股雙跌，半導體板塊承壓，失守關鍵支撐
Google News,〈SEMICON〉台灣吃下全球3成的半導體材料市場 首度成立材料聯盟補上短板 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBvNXFLSEtPRmNKYjdGcVNscVY1QUtobC1oazV2eHMySWw2UWxmSnpvaG1IV1FUNWJYN1VVenB2VGxzWkMzVXo0QjRkeHJTc0E?oc=5,2026-08-21 06:23,半導體 台股,positive,0.5,high,,台灣半導體材料市佔率全球第一，成立產業聯盟助力升級
Google News,台股失守45K 半導體資金往「電」靠 虹揚亮燈、台半強漲 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBIdkVNNElSMU9YMVJsX08xaWFoQkRGWEh4U1l5Vlo1MWJSSzd0OEZHaDFnVGU2dlNESm8zTWFSVXJXaFNDZDg4YURJbmloMmFzOTFOWHV0WXdDUdIBX0FVX3lxTE1yMU5Fb1FZU3RFeDd2WXZnc0l1SkRIZnY0dFBXc1hFWmdZNk1Zc1lyTUpXZkdyeXdkSWRjT0d6OUtEM2V5NllxY0UwdnU0bWYwbmlyc1FIdmNGbDMyYUNR?oc=5,2026-08-20 09:00,半導體 台股,negative,-0.3,high,,台股失守45K關鍵支撐，整體市場下跌，結構內分化
Google News,今日漲停股｜光學、AI半導體與生技飆漲，大量、鼎元、中再保強勢亮燈0820｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,https://news.google.com/rss/articles/CBMiygNBVV95cUxPeURjdHBKYmZMQ0JEZ2d1enB5czdXaXpVMWlmb1J0ZkR5d0FFaTFPNHVLYXdHOGtWQ2Q0S3NtcGZxUWFScFVHdGd5WXVvZDdFOHY4WUVXU1hDblRjLVdaeHQ0OTF6NjlXVnRTeWVZcnhJcXNjZDE3dERJam51dVdYZUY2NU05ZGdsd2FCbmc5VmlWRHBnTjFSOVJBQ0VsSWRvWEU1QWJCNEdFS2VJMTlWZkphNTlKVkY4dWpndUlFZTl4VEowbFlnYUEzSWkyc21XU0d4MjZMMEdOV3VjcE5yT3dQb0FUeElrenpwS1Z0S3NKLUwzSjA4bExzNjhud29LVW9ubWVIczNLVC1DT0FlRTNfcnhmQy1RNGQ1UDBONGdnN0FwZWVBblYzYzIxYThTNmM3Slp4YmVfMlNINUZlTWVJZ1FsQ0RCSVRjNWQwNkdUckRLRlZfUEZKdlRTNUFKTV9ld1RSSWd6dkgxdFRiX3JQSm1LeG44Z0lmQUJ1a2xHVWJuZWxISGhFbm9DUjdxR1djSUVINHRZMkloTU9vdXQ5NjFwZnRReTZzbTh0UkZLY3F2akoyODBzcDJBVVdsTk9CUHpTcm0xQQ?oc=5,2026-08-20 07:41,半導體 台股,positive,0.6,medium,9934,光學、AI半導體、生技等多板塊飆漲，個股涌現漲停
Google News,功率半導體漲價潮！A股士蘭微漲停、台廠醞釀10月漲價15% - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1ONVBtNkRDUWVIR2ViQUxjVjFMbThVejdkaHdkaG1yZTRpTllZbW1taEZ0ZVNGUEVrZDNsRHliZ3pjckxMNEpYRzJSRzZNRFk?oc=5,2026-08-21 10:00,半導體 台股,positive,0.5,medium,,功率半導體涼價潮啟動，台廠醞釀10月漲價15%，利潤提升
Google News,盤勢分析》債市拖累 台股失守季線 - 自由財經,https://news.google.com/rss/articles/CBMiVkFVX3lxTE0wcHJzVGNYVDBNZHNraWgyaEw2TW11UTd3bVJseWRBOHFGSUt2aUQxbFdIZkFIS3ZLeEJNUVozTWxWREc4dW4yeVVKZXo3TVotdXUzNWNn?oc=5,2026-08-19 21:30,半導體 台股,negative,-0.4,high,,債市走弱拖累台股，失守季線技術面支撐
Google News,〈焦點股〉TPK-KY法說前夕閃現漲停 跨足半導體成焦點 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5WdnlhMHVzQm5KX3RYRHdyNnkxbjZlNHRwa2VXVHNEOXZxQmZoSDVTeWZmZTNXbjZNLUtpNEVCb3B0SzdpRE9wc1kyQUtpN28?oc=5,2026-08-20 04:09,半導體 台股,positive,0.5,medium,3673,TPK-KY涨停，跨足半導體業務成新增長點，法說題材推升
Google News,同樣做功率半導體，為何德微毛利率率先衝上40%？關鍵在AI電源帶動產品組合升級 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1KWXdZVURPbEJnUS1fZUJuNEtESzVFd0t6WHB0eE1lQUlfMVlmTXQ1V3VqNmhPanhyNEF5Wm5LbU5zRFVWZk5xWHgtdHdHU1U?oc=5,2026-08-20 11:30,半導體 台股,positive,0.4,medium,,功率半導體廠商毛利率改善至40%，AI電源需求驅動產品升級
Google News,光電股回暖一片紅！「這檔」狂飆連8根漲停板、鼎元同亮紅燈 「面板三雄」爆量仍收黑 - FTNN 新聞網,https://news.google.com/rss/articles/CBMiS0FVX3lxTE1xNlcwMGxvVGl1ZFpUUDl4aTk1ekRCZTF5eURlTF9ic204U0FscU5SQzRHdVFaQmxlaW9jb0dsaVAtaUlVTWpTdWdtNA?oc=5,2026-08-20 08:24,面板 光電 台股,positive,0.35,medium,,光電板塊回暖強勢，但面板三雄承壓，板塊呈現分化
