source,title,url,published,query,sentiment,score,impact,tickers,reason
Google News,台股震盪誰能突圍？矽晶圓、功率半導體能否複製被動元件漲價行情？｜股市話題｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,https://news.google.com/rss/articles/CBMiggRBVV95cUxQX0c5RzBfT3dJeDlIVzRRd2Q3VHJQbVFCTWc2RjNZbWplS0k4NU5Vbko2Q2xyWXV5YmFOWGZoMGpWZDNJc05QcjVmSllrMDUzeUQ5WXFrXzF5ZnhMNjdyNXRqZkMtUjhuT21xcGhveEN1MnpjcUNONXEtOTBDVm5abC1BY2xIT1R1N1Z3bHVfcnVpeEczeDJ4a25CNXpWSWRMb1dsR01hMWR4YTc3alROSFhrU0VlRzVkLW44VW1Pd1kyN3EtdVFHYndpMm9DbGtKM0Y1dDZ5YzQ5MTdBYnRzNW9nczZaeTlSMnExUVZTUGJiLWtsNWJjeEswR25TdzltRGVvNml4czU1NEprV1NZU2J6b3l6VHV5RC1qc3MtNTEwc0NSNXVTd2pXZWxYblpWX2VfY25valB2LXhpZDk4al9WMElMX0pySXJEc1g5YmctZS12Y0E5ejJ6MHg2Z0JmSFdKLUxMQl9oTk5ZX1p2S0VRRHVSbE9aTDUwcldpejNFRFNDdkE3MmhNLVZBUnEyOWlYaVk3M3RKdXFfcTZGUldKVGpZbXpVVm91bXdiS3AtTTNmUzctSDRiZ3ZQRGlFN3BsWGZzLU5OZUdFekdRUS0yRjhqQlkxallmUG5VQko5Y3dmUzFRVUhmRlFlSmlIUUs3RFl2dnVQa2NqYjluQzhn?oc=5,2026-08-19 03:49,半導體 台股,neutral,0.0,medium,,分析討論矽晶圓和功率半導體漲價潛力，屬中性研究內容
Google News,美股全收黑！費半狂瀉近5%、台積電ADR重挫4% 半導體股成重災區 - wealth.com.tw,https://news.google.com/rss/articles/CBMie0FVX3lxTE9HRWszRXV6b1VHSV9qT3N3a0ljUmExX0UtdGtLY3hxWnhDWWcwT0Y5OGEwT3Y2SXoxNGgyOWswbGF0TzlZU04wSWtFc0VZQkJGNDNMbmxSRF8yc2ZyTGtFbjBQQ0x6SWU3NzhobHQtdktrZWY1TnNPbVBkSQ?oc=5,2026-08-18 23:20,半導體 台股,negative,-0.75,high,2330,美股全面下跌，台積電ADR重挫4%，半導體成重災區
Google News,台股開盤／台積電跌35元！台股開盤殺近700點 半導體全面承壓 - Yahoo新聞,https://news.google.com/rss/articles/CBMi8gJBVV95cUxPdXNBYUJKR2x2d1FzZ0hraE5jOHhxaHRZZ0NRSDZYZFRlelAtMl96TkNCUXZ4a2d0cG90RWhCWjZFem1TeW02Z21zYzBFY0FmXzNJYjlua0lNREF0NUFBQWF6dDlwLTNZSjliWXQ4V3p1TE96aFI1TFVJOE41NXE2QVFUWU84bUlzNVNWTW8xdFV4S0ZCUTU4bGp6Z2lqT29ORlZRa3prTUxjVnZkcHdyemlSTk5Bel9DWkFtRDNiSzduampIdnZvWHJMSklraUZOaGpfa0w3WUZGYmRlUGpzQllveDNsUi1kQlRPYWxCcUxZcm5qVWtOZEtfOUhYR1NPOExYWFZpOTlMZDV3eE5ySndOUFZ6VTViSW1CLW0yWTZBeUpvdDF1MThEeE01bmlIbkxLc21keTN1NlUtZTRkMktLSmh6MFBLSjNDY2REaWQ5RENsNncwc1Q3cEJORWxvUWM5UVUyd1FRcWNiMU9JRW9R?oc=5,2026-08-19 01:27,半導體 台股,negative,-0.85,high,2330,台股開盤殺近700點，台積電跌35元，半導體全面承壓
Google News,台股失守45K 半導體資金往「電」靠 虹揚亮燈、台半強漲 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBIdkVNNElSMU9YMVJsX08xaWFoQkRGWEh4U1l5Vlo1MWJSSzd0OEZHaDFnVGU2dlNESm8zTWFSVXJXaFNDZDg4YURJbmloMmFzOTFOWHV0WXdDUdIBX0FVX3lxTE1yMU5Fb1FZU3RFeDd2WXZnc0l1SkRIZnY0dFBXc1hFWmdZNk1Zc1lyTUpXZkdyeXdkSWRjT0d6OUtEM2V5NllxY0UwdnU0bWYwbmlyc1FIdmNGbDMyYUNR?oc=5,2026-08-18 18:00,半導體 台股,neutral,0.2,medium,,台股失守45K利空，但功率半導體個股強漲形成局部亮點
Google News,"台股失守 45,000 點、美國 AI 股大跌，現在能撿便宜嗎？-Alpha's Newsletter - CMoney投資網誌",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPVzhLaWkyeUxxUFd0S0JKYlhMR2dLTEg0Tkh4cjlsSFR4c1I1YzQ2dGVCNUR0ZHQtYzlkWUl2TEw4a1JjbXlJU3l3ZjUycmlRUXhKZm5BdThsb1VwaDdhVkxoemRXX045aEttbWdYemhjZFo5YVJsNld3ZlEybnNJZGFXeno3dmxpOW1V?oc=5,2026-08-19 09:34,半導體 台股,negative,-0.65,high,,台股失守45K整數關卡，美國AI股大跌打擊市場信心
Google News,〈台股盤前要聞〉7千點大反彈後 4萬6關卡整理、功率半導體第三波漲價來了 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE4yUDlHemYzRThkT0U4M3hyQWlJQzk5S2diQnZQMjI4VXZXNWpndVFETFZQTHJfSmwwRjQ1MC1RMjNISm5Qbi1WcHZ1QXR2Ujg?oc=5,2026-08-17 23:44,半導體 台股,positive,0.7,medium,,功率半導體第三波漲價確定啟動，帶動相關廠商獲利機會
Google News,台股重挫！外資連2天賣超416億 「群創」砍最多 - TVBS新聞網,https://news.google.com/rss/articles/CBMiT0FVX3lxTFA4NkhBLXctREFRejMxcjJGOXlUVlZmRXdwN1l0Xzk5T0E5WG8xY2Y0eDVYbWJta2JoZ044OUt1MWxSaGo3VjczdUZINUtRWHM?oc=5,2026-08-19 09:09,半導體 台股,negative,-0.65,medium,3481,外資連2天賣超416億，群創被砍最多反映資金出走
Google News,失守45K！台股收盤重挫589點 台積電收2350元 - NOWnews今日新聞,https://news.google.com/rss/articles/CBMiTEFVX3lxTE9SeE5hZFU1NlRiSmI4ZW5kRE5EM2Utbk8xc3BYWFVyVWVNd1ZMa245WVFhMUxDSVdRT09MQ01DSkQ3Z3ZQTUI5SWthZUbSAVJBVV95cUxNTEJReUxBbG1Rb2RPR2M5TGlXV3hCSE5PeFhrdHJITnBoWTZlUVZnYlg4dWswWGVNcXVKbHF4TGU0TEpnblJpUmVHeUVvRmQxWjRB?oc=5,2026-08-19 06:18,半導體 台股,negative,-0.8,high,2330,台股收盤重挫589點，台積電下跌至2350元
Google News,功率半導體第三波漲價來了 台廠10月起擬再漲15% - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE51S0o5cGZoLUZEWmZ1RG1TXzZhT0RTYnVFY1pqa3o4MFpSYXRkZnlzX2VZNGp2Z1FKamRGWThiOU9EOEN4OWtJY2VTSzBSV0U?oc=5,2026-08-17 09:42,半導體 台股,positive,0.85,high,,功率半導體第三波漲價確定，10月起台廠擬漲15%，利好整產業
Google News,輝達台灣總部電力需求上看240MW！業界傳出 功率半導體10月醞釀新一輪漲價，台股這條隱形供應鏈才剛 - CMoney投資網誌,https://news.google.com/rss/articles/CBMifkFVX3lxTE5fdGppdkRORFNBSTA2UHJ3WXJKZ1NtX2NzdU5IcGFiSWQ1VmVfQzlpbTMzN1I5QmdPaDlySXk5VmFjSEc2R1k4TVQ2eG11eTZ0a0Rhb0ZDZ0dhRHo1VkxTbmloZ21vVGctU3RwU3ZiVkJHT3BIbnY3MVBoRTdrQQ?oc=5,2026-08-19 02:09,半導體 台股,positive,0.75,high,,輝達台灣總部電力需求上看240MW，驅動功率半導體新一輪漲價
