source,title,url,published,query,sentiment,score,impact,tickers,reason
Google News,台股收盤／ 散熱、半導體設備走強！大盤漲357點 台積電漲40元撐台股 - Yahoo新聞,https://news.google.com/rss/articles/CBMiiwNBVV95cUxNOVhrelVrVFVZdENpWUhrbmdyajY5Nl8xVFMzbGZxQ0lidE1HN0pwUjVpXzNqOVctbGU0WFBrUzRGSVdBczR0WDdnR0lhX3YwYVNscFMtS2dRblpYQ3B0SnN4S0dlSjZxZGh6REEyRGsxSUhCelgtWXoycUpxbEJPbTNycENRWXBoVERxSHp5UEJkZ3VtamVLalFqcWJ6R2gtNzFRRTNycDZ2Tk8tQnZCMXJZci1hUTMzdEhYak9KVHQtaV9NbzVlRm5yQ1NrbmJoYjJVYlUydWJhNU9VVmhBY3A3WVhnS2NMYlpYNEJnOU1RQllKaXA2ODN1OXdtLWNVNUFEWG5MVGxOZDdKdDh4VGRVVC1OOUtkWldBa3NleU51Q04yaHdVQmVIbHptVzAwcXo0aHZiZFZmWkZDMW1Bc01EekNTWVk4RV9pRUFsdkFPRDNiUWFmYkFsTVVHN0lLSlhsZGFfMWhoWkluSHBac1praEZ3UVh5TXo5Q2lPeFdqcU8yaHdhOGl2OA?oc=5,2026-09-23 05:51,半導體 台股,positive,0.75,high,2330,散熱及半導體設備族群走強帶動大盤漲357點，台積電漲40元
Google News,台股飆357點站上48K！水泥、功率半導體爆發專家揭「個股退燒」警訊- 證券 - 工商時報,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBtOGJiLWY2blc5LUJHbWpXcG5zb05RMkNHb0VreHlJTzV1aEdnaW9IQW1BelRvWnpIWjhYbWc3TjNjOVo4NHdkMHduWFM0cEpXTkpJRlQtLXp1QVN3V0ZF?oc=5,2026-09-23 07:16,半導體 台股,positive,0.8,high,,水泥及功率半導體族群爆發，大盤站上48000點
Google News,半導體ETF今年誰最狂？「這檔」飆近100% 專家曝小資買法 - 三立新聞,https://news.google.com/rss/articles/CBMiS0FVX3lxTE01ZndxTzhxMU5nMkx6RnlxSGh1OTNTWWpfRXZleVM2a0ZCc1NvU041N2sxaU11YUFQUjFEd0poX2RMVkwzNTcxc1E1RQ?oc=5,2026-09-23 09:05,半導體 台股,positive,0.7,medium,,半導體ETF今年績效突出，單檔接近100%漲幅
Google News,正2、半導體台股ETF雙主流- 投資理財- 工商時報 - 中時新聞網,https://news.google.com/rss/articles/CBMia0FVX3lxTE0tVTdMNmo2MEM4U2c2bl9NY2VDMGNIOG42VUJQSUdycS1oSWd2eEdmY24yckt0TTRaV09uVnRjS0NWUGg4RGpmMGZKNnFpTklTN0V6VzBMc0NyX3l6MUVUeVBsZ3hicHdGMDhr?oc=5,2026-09-22 20:10,半導體 台股,positive,0.6,medium,,反向ETF與半導體ETF成為市場主流投資標的
Google News,歐洲地緣風險壓不住台股 半導體三雄領軍漲逾500點、續叩關4萬8 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTFB1RmpNbFZPM1VLNXNIanVQOVdIcFBjN1B4SGVSZ0VlU3pOQlFiRjByejB2LTFJVVVKNmVQbUI2X2dQdUtzYlR5Vmg5d2Q0V2thYWJhM2VoSlltd9IBX0FVX3lxTE9Rb2tJaDFYQjRqUGlZSXhtS0haLXhBb3YybFBmY3FiWGJpdDVHdWRjTDA2M0FNY2l1UzVIcjBmLV9ZeDVrTGJQZFVsdzZrV0tQOHFyY0lETFZLa3VjcVA4?oc=5,2026-09-21 02:51,半導體 台股,positive,0.75,high,,地緣風險未壓低台股，半導體三雄領軍漲逾500點
Google News,台股逼近新高 半導體ETF近4年績效 最強破417％ - 自由財經,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBRTGZjUW9wTnJJVUxvUnFoVkV5YUdHQUF0S2pIVlgwQ2c2VWdVckxtMHFtWkJRSG11Y095eFZRaEl2UzdlZjg5Q2dfMUp1Sk9TZ3l1RUg4MkJpQ0pSdm400gFkQVVfeXFMTjEzcFc4ZGlNZ1hDZEtkTVZ5b2dHdlZyTmVjdGVUektGa1B2TkVzUmVfNzVvS2R0a2dRYVNmeXhnWC1hRjIzb2lqZnBrSkNrREd0RFNXMURkUTR5WG1pTTNpMGRUcw?oc=5,2026-09-21 13:59,半導體 台股,positive,0.75,high,,台股逼近新高，半導體ETF近4年績效破417%
Google News,投顧估Q4台股挑戰53K　看好3檔龍頭股、8檔半導體設備股 - ETtoday財經雲,https://news.google.com/rss/articles/CBMiUkFVX3lxTE15UWJmRXdOQ0Z5eTh6cVB0eGh6dkl1RW5QZl8yQzAxS0VtVTFCQWVzbzViaFU4Sl9lUHh6NU5DWVh2MnBYeE81WWd6SWhMeVNKMUHSAVBBVV95cUxQMll3N2t6SEhCanZvX255NUpjbTJrSW8zMEkzckFxNUJHRG1odENjSGF6MWtmX2RKZDM1Yk83dzVyeUJUdmJNYUxWQkYxbllnaA?oc=5,2026-09-23 10:24,半導體 台股,positive,0.7,high,,投顧估Q4台股挑戰53000點，看好龍頭股及半導體設備股
Google News,半導體與ABF載板供應鏈強攻！台股爆兆元天量創歷史新高，外資狂掃447億-財經焦點情報站 - cmnews.com.tw,https://news.google.com/rss/articles/CBMiggFBVV95cUxNdnI3NWtGc20zQmt3S0d2dzZYYVF5cDZvSmNPQm1RTF9rTTRoejNDc1dyT1kzZ1NFa0NGLTRQTG5ZeXowMEwxQ0tLZTBCcmVFN29aZGJKX3AzWU1wWHo2TklxU21hZWJMSjdqWmZwRldybHQ1SS1lQkY5MWdTMF9jei13?oc=5,2026-09-22 14:52,半導體 台股,positive,0.8,high,,半導體與ABF載板供應鏈強攻，台股成交量創歷史新高
Google News,台股再攻4萬8，抱股過中秋買什麼？台積電、聯發科怕追高？這2檔ETF重押逾50%！6檔半導體ETF績效PK - 今周刊,https://news.google.com/rss/articles/CBMigAFBVV95cUxOUHhYcnlsQWcyYzIwZnJZS3U1akdHdl9jUTNGbkJZYzV1RnlQN3ZlMXVPVTd4ZG5DaW5yTzY0LV9oVjJjOVJ6QVpXVE1FV2REbE1udXRIU25ZQzBVWjlkalNIMlV3UGpPcE1Pd0dSVGR5b1oyQ1RUNWo2TktTVHhXeQ?oc=5,2026-09-23 04:16,半導體 台股,positive,0.65,high,"2330,2454",台股再攻48000點，台積電與聯發科為主要焦點
Google News,台股3年有望10萬點？他滿手高股息想調整 網曝「這檔」已飆100％：不補個半導體會後悔 - FTNN 新聞,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5meWc1Sm5UNlVib0xScS1BWVRLSmhGbmNBWnpoMXpjY0xXV0VIX3BhUDNpZXQ2RTh1UXMtRXpmZ1N0TzRGblk1LVYyWQ?oc=5,2026-09-23 05:05,半導體 台股,positive,0.7,medium,,市場看好台股長期前景，半導體標的漲幅突出
